title	author	editor	pub	pubplace	date	edition	vols	pages	url	ia_url	cover_urls
 البهجة الوفية بحجة الخلاصة الألفية (شروح الغزي على الخلاصة - الشرح المنظوم الكبير)	 أبو البركات بدر الدين محمد بن محمد بن محمد الغزي رحمه الله (ت  ٩٨٤ هـ)	 حمزة مصطفى حسن أبو توهة	 دار الكتب العلمية للنشر والتوزيع	 بيروت - لبنان	 1440هـ ، 2019م	 الأولى	 2 	 784 	https://www.lisanarb.com/2024/05/pdf_618.html	https://archive.org/download/lis_n111/lisanarb.com_n1106.pdf https://archive.org/download/lis_n111/lisanarb.com_n1107.pdf 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhFdrjKxL2KzpGKdyhRP_gYxR4PkKiJYbg7dPpKVsZdmisyPKL_qDz-Yw3trhBj5hPWgVeu805YHQPLMlOVTR9AhaYrxgc88Xl1xrG8isJhgGFv1QzJ9ci9namsxTFyRk6QJDWW0BQYntpmOVj5aAWr830yqZVkAYT765o05gy9Ph-G78ApAYkEUZ3-/w294-h400-rw/n1114.jpg
 البهجة المرضية في نظم المتممة الآجرومية لتقريب المسائل النحوية	 محمد بن علي آدم الإثيوبي		 شهرزاد للطباعة والنشر والتوزيع		 1430هـ ، 2009مم	 الأولى	 1 	 55 	https://www.lisanarb.com/2024/05/pdf_168.html	https://archive.org/download/lis_n111/lisanarb.com_n1105.pdf  https://archive.org/stream/lis_n111/lisanarb.com_n1105#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg7cZbsvUPsOl4gNtj5g1S9IoAtOsfDDOYVtR2RvXBjQi8LXyaQ7ELIxvJsxo1oFqsHksIOWkIsimDrHU_28XFedA2MeMUtsqrsjyWQzpTOn2CD6CYWUQfDH6f1YY4F0DElU7N3I3SYs838JE2OZh82t6KZdnJdoedZInVmn_0COYJwV9v25-Idm2s1/w294-h400-rw/n1113.jpg
 البسيط في شرح الكافية	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 الدكتور حازم سليمان الحلى	 المكتبة الأدبية المختصة للنشر والتوزيع	 قم - إيران	 1427هـ	 الأولى	 2 	 1516 	https://www.lisanarb.com/2024/05/pdf_686.html	https://archive.org/download/lis_n111/lisanarb.com_n1101.pdf https://archive.org/download/lis_n111/lisanarb.com_n1102.pdf https://archive.org/stream/lis_n111/lisanarb.com_n1101#mode/2up https://archive.org/stream/lis_n111/lisanarb.com_n1102#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjGoK_c5bJPKECP8qDTa0wC9y1o5e6HDYXdOxkgkljeMnd0vWf8_9FzMby7V1YZxMhhB6mHDeMa_dXnrSiIqUixNPmnb4SUsTbk1Wbty01ZBJZTwiMcKSiZWhDbhYk_RId1okCUgJ7fuuLV5hsYR9yPqSLqKGYRaSVm6_AOrYV-R_pd7rtqeKrGbdi8/w294-h400-rw/n1112.jpg
 البسيط في النحو, مع تهذيب التحفة السنية فى شرحالمقدمة الآجرومية	 الدكتور عبد الرازق على أحمد الملاهى		 جامعة الإيمان	 صنعاء - اليمن	 1434هـ ، 2013م	 الأولى	 1 	 228 	https://www.lisanarb.com/2024/05/pdf_6.html	https://archive.org/download/lis_n111/lisanarb.com_n1104.pdf  https://archive.org/stream/lis_n111/lisanarb.com_n1104#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEio9ya5h6BohWJ0ZVeF3VfozoVcqLc9om5DYzLZuNRFd4nwmv9HxDyaYyMfCSnsSQqc4mqhaNLB4LveD4vdTiPrAdQNc6IGJ1wzxgR9uQAgP-NSY0nFyXbrEj34BBbPlCiOLxzKvp00KC48oZ9E2uxg-DLvNGpHFFxcHqcjoxaqOlNizaDNNtazpeCg/w294-h400-rw/n1111.jpg
 الشامل في الإملاء	 ▫️		 مكتبة لسان العرب		 2018م	 الأولى	 1 	 135 صفحة 	https://www.lisanarb.com/2024/05/pdf_274.html	https://archive.org/download/lis_j17/lisanarb.com_j1701.pdf https://archive.org/download/lis_gd33/lis_gd3301.pdf  https://archive.org/stream/lis_j17/lisanarb.com_j1701#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgh7JC-cZfUOQqmD9WcGl0LE6v_78ZcJrfYcL0qepFqpi0JK6DXnNVxkin_RiYQa68NKc9VEIUG7lsQMdPzE9six9Db-lQl7m0pMXrvI5bmakzDRxZJ3VluiP-3P5ssWoBS1aA9AieNtWKeXn4DlfNIQ3HXpD0Zt_V2AS0Vx0cUJwMnF6VwsD_edn2z/w400-h345-rw/j166.jpg
 السهل المفيد تذكار لما تشابه من ألفاظ القرآن المجيد	 ▫️		 غير محدد		 2019م	 الأولى	 1 	 240 	https://www.lisanarb.com/2024/05/pdf_84.html	https://archive.org/download/lis_j16/lisanarb.com_j1609.pdf https://archive.org/download/lis_gd39/lis_gd3901.pdf  https://archive.org/stream/lis_j16/lisanarb.com_j1609#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgpHO2Am0JUBDm6ZaxhJdrcb78zMlHCrccYySVZZFUsryCZO15x-vwt78vuWXoKTUU7NBK04fOOYO8BWpX7rjossdqqoyh0DDdmCNsWgjz9mKFdyG03G4on_5r0V6-oAz-E2l9uKXObJwDe3Yv5pEWaO9TiJbYb75y6d3SgJQ2w-BZBo5WGWcPxQx4S/w274-h400-rw/j165.jpg
 السلسة العطرة من السيرة النبوية، فى بطاقات ولوحات مبسطة	 الشيخ موسى بن راشد العازمى		 غير محدد		 2021م	 الأولى	 1 	 225 	https://www.lisanarb.com/2024/05/pdf_63.html	https://archive.org/download/lis_j17/lisanarb.com_j1702.pdf  https://archive.org/stream/lis_j17/lisanarb.com_j1702#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhPEAeScajKF13V4QqlcbDjasNqTmNNHDgNADepKzaixhSTBpbj2U-Eq37_njDPQxURTo_sjPqOaORETu91-T30UJ32qNQKmsPrn9f38dG61GMlZqZ_e-lkx-kSrQGneQHtYLNzAYB49W8XdwVpt2Yf7GmJqHKhTJm2X20SEfqBwfE2NTuz7guHVAxl/w400-h386-rw/j164.jpg
 الرسم الإملائي	 فاعل خير		 مكتبة لسان العرب		 2019م	 الأولى 		 12 	https://www.lisanarb.com/2024/05/pdf_98.html	https://archive.org/download/lis_j16/lisanarb.com_j1606.pdf https://archive.org/download/lis_gd53/lis_gd5303.pdf  https://archive.org/stream/lis_j16/lisanarb.com_j1606#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjGYBKceMQRpmRC_0-r_aFOlIXGfP1bQSyrcukokmPly2Ka_awqPJgCsKFvyxQ7e9BZ-FGAySWMUt_7Hd8aAVLcB6HrOQKII2Q0rx3z5yY0oj0st03TKoAiVFro4csDHyQSt5D64so9_6lV3KqQWqaO-lh2rmIoAGCD9lOoq8OZGRndpCuC_KChtYxn/w400-h281-rw/j162.jpg
 الدلالة الضمنية فى سورة الفاتحة	 الأستاذ الدكتور عباس على الفحام		 مكتبة لسان العرب		 2020م	 الأولى 		 20 	https://www.lisanarb.com/2024/05/pdf_947.html	 https://archive.org/download/lis_j16/lisanarb.com_j1605.pdf https://archive.org/download/lis_gd53/lis_gd5302.pdf  https://archive.org/stream/lis_j16/lisanarb.com_j1605#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj0VnkEl_d6hPgDTjtmLWyYbjdmN9pM9HeAogxCTQMSbCthZVnwRRvPNNhXkjr2YryDlZ91pXCwVifmGdc7prE5iSTUhIZfKYf844MGzY1BNtrd1BDebPqnDC5aNXBLM_KiHRdwCGerrACIw6XWD9VpenA1d12CYvgxqx50oqXnfOEOtFo6IJa49Mns/w400-h266-rw/j161.jpg
 الشاهين	 ▫️		  مكتبة سميرللنشر والتوزيع	 بيروت - لبنان	 2012م	 الثانية	 1 	 32 	https://www.lisanarb.com/2024/05/pdf_549.html	 https://archive.org/download/lis_at139/lis_at13910.pdf  https://archive.org/stream/lis_at139/lis_at13910#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh_H2TLF7TdymmdD-MciG5HLGUbB8P_LNxADhu9KAy1gIrQSXgIe7zzfXdT_SV4g0tzRsBnNytC-vm6MFaqw4Q9JEKdmy_nDA1XzjdW6PO1E4gEztHYT1Z7pMBuGF2o9WsnzzSgi5xw0zCZQWFfs6AvEmshSVAqWc-NbSJPaSRB-WTVvru21m4OEQz6/w400-h400-rw/at1396.jpg
 الزرافة	 ▫️		  مكتبة سميرللنشر والتوزيع	 بيروت - لبنان	 2015م	 الثانية	 1 	 32 	https://www.lisanarb.com/2024/05/pdf_517.html	 https://archive.org/download/lis_at139/lis_at13909.pdf  https://archive.org/stream/lis_at139/lis_at13909#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhnuk8fs0vafP5Qdww5x8s3unZ_yqyI6j8yigYTVHfTHOcMRh65_Oi7SAWbD0xfZY4Q0BBmVH9mE3kmdN0RNWOsUOWR7kCWi7DM7lFaukRDe3lkAY5sBi6Ob4Ep44ps9ppuUSFwh1ZSWiFktJg3bBXvl9n_KtJTP5bxofG1Hvc_-4yV-WkTeQU7oZRy/w400-h400-rw/at1395.jpg
 الدلفين قاروري الأنف	 ▫️		  مكتبة سميرللنشر والتوزيع	 بيروت - لبنان	 2015م	 الثانية	 1 	 32 	https://www.lisanarb.com/2024/05/pdf_39.html	 https://archive.org/download/lis_at139/lis_at13908.pdf  https://archive.org/stream/lis_at139/lis_at13908#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiwj2kgXNFK466n1plAvPitz57b7qxZ87HUfbPE88cMelLchpc4riWe3c-PitAm7-xJQ3I6wlZeBTKCA9YATeewWcqVspBaxQdlv3zX_ucOL15_2YUlg3An9u-vLmGdhwT47mqTBaf2lYQj0tqu-OwlkxFaJPUlmJW4pZXg9IAN5bpO68BgTXYRb9Ta/w400-h400-rw/at1394.jpg
 الحصان	 ▫️		 مكتبة سمير للنشر	 بيروت - لبنان	 2012م	 الثانية	 1 	 32 	https://www.lisanarb.com/2024/05/pdf_105.html	 https://archive.org/download/lis_at139/lis_at13907.pdf  https://archive.org/stream/lis_at139/lis_at13907#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiqFSXHQAP1ram8LRZ98-AbBZdNSD8B1Wym2e5pIdHC27FoNXpLxCctr46w2hisQo8W_mBwTJpwfH5jv57jDWnFMKutXnDdZyvzitdh8b13xhiuch1uhjYRV6kkui-Ptp5yTv9tPJglsYIrh9VTPE85JeCZatoNmVPizGwZ7-uc9ml1e4U-IgygzBhr/w400-h400-rw/at1393.jpg
 الأسد	 ▫️		 مكتبة سمير للنشر، 	 بيروت - لبنان	 2012م	 الثانية	 1 	 32 	https://www.lisanarb.com/2024/05/pdf_95.html	 https://archive.org/download/lis_at139/lis_at13905.pdf  https://archive.org/stream/lis_at139/lis_at13905#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiKtXe1zCftzN-AMkBi9Mc3hI1e4Gjph61rPCrl6MioBdODmOHUY3Vq3U1D_EyhzbJTYaAkMpBz7KHo0T33-54XG5kVfEG8TG1kwmP3o3r8t2BRbGEsZf7JptbiWMVns6Uo-QWyO9UitEBjw9EK-0zBAXf-tk2YpkLvuDDU4ZwIAx2qMtQAtVyWghXJ/w400-h400-rw/at1391.jpg
 المعلقة السابعة (أو كتاب الخلود)	 الأستاذ الدكتور ديزيره سقال		 مطبعة روحانا الشمالى للنشر والتوزيع	 لبنان	 2016م	 الأولى	 1 	 97 	https://www.lisanarb.com/2024/05/pdf_93.html	 https://archive.org/download/lis_m86/lisanarb.com_m8605.pdf  https://archive.org/stream/lis_m86/lisanarb.com_m8605#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh1aXKPDMlHmDJSpS80Uz7-tqXMW5WwJMtu_mYpfxpEwJugvIPY6sTNtUWQesx7xErR356iYOqii5EyPd65CfWfaW8caMsIBRiqkez4JoGlbuBADCIp7-sb86zYKpH8LO1psE23gOR2wMlfNmzalooEQeUnnzNlLlVN5cdffTKaGevcgF7_wKkg2qKj/w294-h400-rw/TtDw17.jpg
 المعلقة السادسة (أو كتاب الفرح)	 الأستاذ الدكتور ديزيره سقال		 دار كتابات للنشر والتوزيع	 لبنان	 2016م	 الأولى	 1 	 96 	https://www.lisanarb.com/2024/05/pdf_40.html	 https://archive.org/download/lis_m86/lisanarb.com_m8606.pdf  https://archive.org/stream/lis_m86/lisanarb.com_m8606#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiurzeErzFYREDkYWKqwRnSZsrC9YX2hazj5EuDbn9gGG9xypl2drMT6OzZ2RBs6Zw1p6N4KCet95mkk3t880JJagrtO33fywGQNrLksIKHp4jnbRqTRAXsI6dnYyNiSf7UIsZ7vNDH2ynmngstLUZbC8A1y6HazcwdN0crHc49xnYb0jVxbtryvtUy/w294-h400-rw/TtDw16.jpg
 المعلقة الخامسة (أو كتاب التكوين)	 الأستاذ الدكتور ديزيره سقال		 دار كتابات للنشر والتوزيع	 لبنان	 2015م	 الأولى	 1 	 64 	https://www.lisanarb.com/2024/05/pdf_924.html	 https://archive.org/download/lis_m86/lisanarb.com_m8603.pdf  https://archive.org/stream/lis_m86/lisanarb.com_m8603#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi9d0l44KzGEfbviu4G9WeWnx_tKU6mhRKq4dyK5ftvqnX4unIJzpSK6Bjh9oNW0q_kSE5nmusg7tU_eMT5pjqkJ3zHxt5XPGhoMx-wRygZXDCivv1kr3WNtGfk9xSMkwTaffESsFWXhxCycWuP4zx6z5ORwpBY6dOOg3QlRjg_nxLDP2gO2qF3-tyu/w294-h400-rw/TtDw15.jpg
 المعلقة الرابعة (أو كتاب العشق)	 الأستاذ الدكتور ديزيره سقال		 دار كتابات للنشر والتوزيع	 لبنان	 2012م	 الأولى	 1 	 64 	https://www.lisanarb.com/2024/05/pdf_484.html	 https://archive.org/download/lis_m86/lisanarb.com_m8604.pdf  https://archive.org/stream/lis_m86/lisanarb.com_m8604#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEibkPDHufaL11x3cUMHZT4jvT55m9irhbhAYo2KMo2nqyUjTRVW1XiaYP7G3vm3bj8s8xQMeLXpBTSd30Jc46GZGBcJToC7xnyA8knOU05gwjlhwbq3jlbxs_PI5Sd5JMRkdqStTYGBIaB2oH4HbBxTpdPA7pK7TMtMTh67V6oaEU8PmHtcvBu2LHDS/w294-h400-rw/TtDw14.jpg
 المعلقة الثالثة (أو كتاب الألق)	 ▫️		 دار كتابات للنشر والتوزيع	 لبنان	 2012م	 الأولى	 1 	 72 	https://www.lisanarb.com/2024/05/pdf_32.html	 https://archive.org/download/lis_m86/lisanarb.com_m8601.pdf  https://archive.org/stream/lis_m86/lisanarb.com_m8601#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjSbHj1z4sDWC6_t1zFk9qTEOTdQDlMLnJplNxA6m1dLQUnVXP1bKTq7ZrVqxZM3lWWBSMG8ISnWiEc7UWhIGDEUEs6HuuxR8IJX45YHro17wnMKSucFimdA8mBsmeYzbWRaCWS60qMy2v86ht4eA1onAFo2rGxDvalOFIa9lt2TwL2OHbyY0r-dqmo/w294-h400-rw/TtDw13.jpg
 المعلقة الثانية (أو كتاب الذاتين)	 الأستاذ الدكتور ديزيره سقال		 دار كتابات للنشر والتوزيع	 لبنان	 2012م	 الأولى	 1 	 64 	https://www.lisanarb.com/2024/05/pdf_77.html	 https://archive.org/download/lis_m86/lisanarb.com_m8602.pdf  https://archive.org/stream/lis_m86/lisanarb.com_m8602#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEitRG-CU3GLdVTJ2ghzv4gUR-dj-8i-YyqsE1AKp5xwKImv_n-ugADS3HpbVMimewFEH9WvBYByffagMyJDks_AnWG1iHs6lhBzzq-EWNJEbSBGlKviotEGK4mNTCSh4MCV7yhcY-hDLKg-H1b6RsW7K2EfQ1hsMZb-x0V5lOkPyzTqRvQPYF3rxtqn/w294-h400-rw/TtDw12.jpg
 قاموس العادات والتقاليد والتعابير المصرية (ط هنداوى)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)		 مؤسسة هنداوي للتعليم والثقافة	 القاهرة	 2013م	 الأولى	 1 	 402 	https://www.lisanarb.com/2024/05/pdf_64.html	https://archive.org/download/lis_m147/lisanarb.com_m4705.pdf https://archive.org/download/lis_ak83/lis_ak8311.pdf  https://archive.org/stream/lis_m147/lisanarb.com_m4705#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgnRyzz4NlcDo6-euyfwl_Xf5847xMo4ovEvcHz_bl1LgqUGzDcQjBDcGiUNvkmXKG9dTrLXGBBGX08ARCNLiVS6bshFcy6KyKrEngy-PqoIX_eFi3Hl8zTVkHQPmsnsT2DkZ1Jy9glCzTgQl4UhopkpA9DRDMxhPZkCqpxkoq99vjNMANhQA80Y7Ze/w294-h400-rw/TtDw3.jpg
 قاموس العادات والتقاليد والتعابير المصرية (دار المشرق)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)		 دار المشرق الإلكتروني للنشر والتوزيع	 لبنان	 2012م	 الأولى	 1 	 120 	https://www.lisanarb.com/2024/05/pdf_8.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgmfmAD5a0X6zb1_aAMPrXyS_7i5FUk4KiMWBADp6LxobYR3bUXF-kDgbcuVlCxCCsPSeUb06nCpYjAXlYndLRSWLhV6109k7K4XQbXXlkjTzryl3JxspDmULG-r4S2hFlOToIHKIDzjb7RzgffblwBJJI3LVuKS3RbFNsjkBLOD5WaOnbQxkJSpmoJ/w294-h400-rw/TtDw2.jpg
 قاموس العادات والتقاليد والتعابير المصرية (دار ببلومانيا)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)			 القاهرة	 2023م	 الأولى	 1 	 390 	https://www.lisanarb.com/2024/05/pdf_81.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEij5ikRLOJ2_sxlAF1LZiQe6uNqnqRQtkUcIuqvazfn45B_-pHnfwqbIIUJCSpKXM020xeqRFSG1_5M4CK8fBi-tl0EXwhlh40Tj4IxPQsYa9td3WXhLn5JYsmw7ICSgNFeLqXqfOLkTTPIhTlBioFhTLgqMZHOiQwLSl2e-e6oA2lxD2p2-hoTTP6i/w294-h400-rw/TtDw1.jpg
 معونة الطالب شرح الكافية في النحو لابن الحاجب	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)		 مكتبة الثقافة الدينية للنشر والتوزيع	 القاهرة	 2020م	 الأولى	 1 	 276 	https://www.lisanarb.com/2024/05/pdf_21.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgdGD6xBNxPXY7fFmEJOUWhcth5iSxuTHsDTKjP9W14oJT0UA6B73RwjYguGbUNIYjLJvJhs_Qy0-7Mxi6ZePufyarCrd9xes8u8llZfqvjYPsIJreB0xwPoaICrDuW7mQnK9K3qoaGF73PpXBAz-d7kdjyUlmZgRE4lgpTDm24invFOFc_Jr4aXJ9_/w318-h400-rw/KPNQg111.jpg
 معرب الكافية في النحو لابن الحاجب (الفوائد الشافية)	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)		 مكتبة الثقافة الدينية للنشر والتوزيع	 القاهرة‬ 	 2018م	 الأولى	 1 	 570 	https://www.lisanarb.com/2024/05/pdf_50.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj4GSER0ebv-P8m9JmKkOZWv_mb5i5L7hE1ZKiIh9t33Iv8tRsFw682CP13YBwP83NM4V_qcO7Z7aUioTMftb2PfhBdPSf87vyRxO7m5oxeDoAWm31zodhx4vRiOCBtDDmXkBjysc9AGCDUv8gMgHZ_FTgGU8mFSMbc-djwpDkOpdhKdsjM781eZ6zC/w318-h400-rw/KPNQg19.jpg
 مصباح الراغب ومفتاح حقائق المآرب  شرح على مقدمة ابن الحاجب (كافية ابن الحاجب)	 محمد بن عز الدين بن صلاح بن المؤيد (ت 973 هـ)	 الدكتورة أمة السلام علي حميد الشامي	 دار النور المبين للدراسات والنشر	 عمان - الأردن	 2019م	 الأولى	 1 	 580 	https://www.lisanarb.com/2024/05/pdf_56.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgYqUMBYyPSZVIzvecy7UTKguKy7RVhRsVhSK37N6obPk50jk34T4xNNMXqfhzLDush5bTAy6ZD-Av-awNK2w1jErkDCNjhT-uBxGbhMOv9HN_etn27_67P7Ii_ODUFI6Z9OrSzBaOinLkzrZzLZs3cpPMEcHXbOC18VaTQzeqby6fVUHn8__2Ts6tc/w318-h400-rw/KPNQg18.jpg
 مجموعة النحو؛ العوامل والإظهار والكافية (دار السراج)	 محمد بن بير علي البركوي  (ت 981هـ)		 دار السراج للنشر والتوزيع	 إسطنبول ، تركيا	 1441هـ ، 2020م	 الأولى	 1 	 695 	https://www.lisanarb.com/2024/05/pdf_15.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg7r-bjZ33C6nuZVp7Bcu4BXk0h3WH9gV-jGsyg6Lv_TLROqvyUZ9niWM77UB9o1dUq8plhggbuVn4jX7gwiaTpc0Elny9HNpCZA9FDTdzdVzNidnXGtO91xUxGA2QYXnmKCDOJtWgkB5rM9ZuSpxfamsMY_2X6nST7iHAkGqp1eeJYlKOjkGDlaX0-/w318-h400-rw/KPNQg17.jpg
 مجموعة النحو؛ العوامل والإظهار والكافية (دار السراج)	 محمد بن بير علي البركوي  (ت 981هـ)		 دار السراج للنشر والتوزيع	 إسطنبول ، تركيا	 1441هـ ، 2020م	 الأولى	 1 	 695 	https://www.lisanarb.com/2024/05/pdf_91.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi3b_k_GfjWuYFrpoR0ITsX_CFPSTDquyz9ux1f0y4i5-ywKWxhkYgPXKBrm3t4-iFhEeN4hJfqmpjG-q7SoPTQatsuAesNjgBFpHg51R2D8ss2EPOUPi67lJ8WiCIgwYrtEwxjC1y2tD7WsX2q65LoxxDzzxD33errNuvQQGktXicJCBbxkXBvi1RD/w318-h400-rw/KPNQg16.jpg
 مجموعة النحو, العوامل والإظهار والكافية	 محمد بن بير علي البركوي  (ت 981هـ)		 مكتبة شفاء للنشر والتوزيع	 إسطنبول ، تركيا	 1440هـ ، 2019م	 الأولى	 1 	 399 	https://www.lisanarb.com/2024/05/pdf_26.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgyCQmSKquP1i312uss5JTboeMr_54wht5G9hyphenhyphencY0Ryaa4N5t_NFQ8KKBuFHH4VdIjeAnOxf7r-W19h93IzFhzqEqbk61v30eJ-iCw49sZOqaeO5F9k0QUGm5wWDMJq7phii4F0JZ4IVoSS3wJHRFv3m5Qr6dqZD-tgF2Ur4Y7lQt_rXNFyWJQkCBR8/w318-h400-rw/KPNQg15.jpg
 مجموعة النحو, الآجرومية والعوامل والإظهار والكافية	 محمد بن بير علي البركوي  (ت 981هـ)	 محمد جان	 دار الشفقة للنشر والتوزيع	 إسطنبول ، تركيا	 1440هـ ، 2019م	 الأولى	 1 	 399 	https://www.lisanarb.com/2024/05/pdf_62.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCS7GyMXYGQClfuRyEmNU5Qv1j7x8R393ebOuli6xE6F5EM5g6Xd0z0mQUzZm4gCVIiaznOJQFFWtHD9vOhp9eN9MTF4Wd-YTwGe7aqgaZL4Mp0mh4g36JlNVohTdoDKouxB7DKIjiwDs5ZrGMmVRB8mwCjBprAgACkNYHzCzvjPNemlQGQEOuSkIK/w318-h400-rw/KPNQg14.jpg
 مجموعة النحو (العوامل والعوامل المائة والكافية وإظهار الإسرار وقطر الندى)	 البروكوي - الجرجاني - ابن الحاجب - ابن هشام		 مكتبة الإرشاد للنشر والتوزيع	 إسطنبول ، تركيا	 1438هـ ، 2017م	 الأولى	 1 	 629 	https://www.lisanarb.com/2024/05/pdf_54.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEilXT7JVCnmkm0h-be3rasnYZcilCHu8QCAmbGh4gITuNkFyXb7FVM5zybvlUZOEv_n6lZITckJ8YAZn8Gq89_Yf28iesz_vrtzLpN8jFQO8sIuhwKtEfdxes4KctYZo1cCj9AMiwkid06udF3cLZFByP1KCZzTx6UTpBy8214CsaMQky2iBqnhvfuu/w318-h400-rw/KPNQg13.jpg
 كتاب النحو, العوامل والإظهار والكافية (ط السراج)	 محمد بن بير علي البركوي  (ت 981هـ)		 مكتبة السراج للنشر والتوزيع	 إسطنبول ، تركيا	 1440هـ ، 2019م	 الأولى	 1 	 202	https://www.lisanarb.com/2024/05/pdf_92.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhAqDrtOq_KMmCcksecApd_f9sWUdtwXl7W_h3frQ1kV75uKKdeym8JjCaZOjOym3l0NCcrdImv8N_9KuAgeFgdOyHignqrKoRrAsNnghY22Jox57pMRVSd9Ate3kvBx_aBGoZKaFDGbQz-rbXE2BI4xGI65TzVX7tzfUn2tPPPfVO9bOmQiuMXSRqK/w318-h400-rw/KPNQg12.jpg
 كتاب الكافية في النحو (ط العلمية)	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)		 دار الكتب العلمية للنشر والتوزيع	 بيروت	 1985م	 الأولى	 1 	 343 	https://www.lisanarb.com/2024/05/pdf_45.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEja-l6AGH0_5ZH21raWpSbEXLi3xndtYJqtPRGCZuiF54okBnV_b3-L9ldWOvNMYnsZ9wjORvs7fLNwDuJR_tf6bHhqUp9m0oMlz6ZefCJdyNvxxjtXmH0ONSyN3r68CS7UP5yPbmO68lSaQtUipsMQ53g9yuujW-7PWCZHDJDU0TzGrfwV7aYxkYuU/w318-h400-rw/KPNQg1.jpg
 معاني القرآن	 يحيى بن زياد الفراء (ت 207هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2016م	 الأولى	 3 	 1128 	https://www.lisanarb.com/2024/05/pdf_22.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhRRt1WbL2q6Y_f30P23cfSUq7x-YqfGOuLqhqQht0NzQR3F9B9WEuYmmc_dxFsZ5zJgBhdiJwiAGWH0Vz7Kbhihc4hVV2fVcIa3O80sugpkZwO6cJUeZJ9fJYtTTBxaYZdI1-UQbWYmheMU0C-d0yuLlUKcc8mbSBaKJ0hgPFXHtDH-R9sP9LmAunA/w294-h400-rw/A5w5911.jpg
 معاني القرآن	 سعيد بن مسعدة الأخفش الأوسط (ت 215هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2011م	 الأولى	 1 	 360 	https://www.lisanarb.com/2024/05/pdf_87.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgvhdVtoW3-h695ERjX7kmRSzuvdgZvRO5eV7N3ctJl5dD_1erdXORuoFbfWCxYDrE73OhzMnxrIsNgdwiBGZSkmJnAnWW4Lwu-yLd4nVlXe9zPecc0Fn94thQuBt79p0U9Vp4Lk8HSYcOM1L32GBw56wYrbaqV3bVkrBKD5oQfFDOo5CDO-qViDAVt/w294-h400-rw/A5w599.jpg
