title	author	editor	pub	pubplace	date	edition	vols	pages	url	ia_url	cover_urls
 ديوان البحتري مع السيرة والأقوال والنوادر	 المقدمة، السيرة الذاتية للبحتري، أمثال العرب في شعر البحتري، قصص لا بد منها، ثم أورد الديوان، والذي رتبه حسب القافية، ووضع لكل قصيدة عنوانا اختاره من مضمون الأشعار.	 محمد عبد الرحيم	 دار الراتب الجامعية للطباعة والنشر والتوزيع	 لبنان	 2008م	 الأولى	 1 	 366	https://www.lisanarb.com/2024/04/pdf_335.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjBeD1lCSwyLm4LfKZ99tnavkhFlCmQbVHORVQRwbv_xS7zyzg43BCuR8SYzfHEXCY0xaPS285zcYtFGxEyjav0x1Jv16B2vuZkLeP0im2U3Q_MRB35Kp8mtJ6NBTIczTfCzgpNRgj6cTxPJLYccTMO87_vn0f48XEIQV30CqUQHetBJMvd4YOukBu3/w318-h400-rw/UvT3.jpg
 ديوان البحتري	 ▫️		 دار بيروت للطباعة والنشر	 لبنان	 1987م	 الأولى	 2 	 910 	https://www.lisanarb.com/2024/04/pdf_989.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgdG1V0HAFLQeBqHZtS1EwZxIEx5zAWUQRfBEImQLDMkhOQGjhfykWWwkrcEnb7WUM1_EKcOrg4T5rsWBgZ1qMG9HiE9Ijj-EnXM3jqa_K6QBMOiXCUBEVHgB3YF8UL8RtzZn436ZD7714aBoajxCdFZv1xbIdQ3r7EicnpnNdSaPhQ7AD43lUrXZsn/w318-h400-rw/UvT2.jpg
 ديوان البحتري	 ▫️	 كرم البستاني	 دار صادر للطباعة والنشر والتوزيع	 بيروت	 2012م	 الأولى	 2 	 912 	https://www.lisanarb.com/2024/04/pdf_617.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEin823jFOJ_lE4VxxuRT1RtPojCKhrAnB_oTU5OhsNKa8Cb5i9mOJdFQ263qoSM15wmEUovMiIHozqOUW8-n7H3U-Lu33Pa4LbRlRg6Chu4ffrGYcqF0kx41CgZFtr4zPSqR4_mL1RXwh_K5UrFgY1EetIL-zwsVA3mb7FvuebAr3AZNOi9hYmKhhyD/w318-h400-rw/UvT1.jpg
 كتاب غرائب الإغتراب ونزهة الألباب	 أبي الثناء محمود شهاب الدين الألوسي الكبير (ت 1270هـ)	 الدكتور إبراهيم شمس الدين	 الدار العربية للموسوعات للنشر والتوزيع	 لبنان	 2015م	 الأولى	 1 	 584 	https://www.lisanarb.com/2024/04/pdf_513.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhwPtRyILBaknbLG6UgIT5ceqIBege_6M_9m9wEDZgwNuNWlRNk7C0OuNT_6JDsZYEGdVOXRkmIub2cZQ51xEbnVTcSugr2oi_BrPJlwlKosmB1Uz68yohqQ8zUXKDa6dvXeLxU99UF_l6P50tM7FXnCUyRlKan0JwgtE8ushTZbV_OO9CsNBaMlrYs/w294-h400-rw/ctio12.jpg
 كتاب الروضتين في أخبار الدولتين ويليه ( تراجم القرنين المعروف بالذيل على الروضتين )	 أبو شامة المقدسي (ت 665هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2002م	 الأولى	 3 	 1672 	https://www.lisanarb.com/2024/04/pdf_409.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjxsHmI5MFVtyDZC-o2sTN2qjkcnGk0AHByhtE81IejAvk0bnbFgJzYFwZ7V3nocuKUkDY1KwEAb62P80W77WfvEdRVMMBX-zWtMSGnX-qvyumX3O-5993fAavyToVTTBi1BpjBaDgvISAIGO-adQlXzJuQiCBb6NUL-gWbuWA60Jp2nUPGCI4WxcE-/w294-h400-rw/ctio11.jpg
 فهارس النجوم الزاهرة في ملوك مصر والقاهرة	 ابن تغري، جمال الدين الأتابكي (ت 874هـ)		 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2007م	 الأولى	 1 	 808 	https://www.lisanarb.com/2024/04/pdf_330.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEge71jBYLkM8cAb4cZG5a92jsmNQbS_pqPa1ve6T7GUHOLQRrkp2MFCuxxI-3Ikxf2vpKP0J_wOXDdUOpxMEFhKRnOJoL-nFgHz67yzPVY0MGJtoG8EksuYa9St-lP0-eYdBqTksqwlJbIeJfXcdLqzVqDPStwCXqn2IPGH3b6J_xnOsbeZqvRzNF_v/w294-h400-rw/ctio10.jpg
 فهارس المنتظم في تاريخ الأمم والملوك (المجلد 19)	ابن الجوزي، أبو الفرج عبد الرحمن بن علي بن محمد بن علي (ت 597هـ)		 دار الكتب العلمية للنشر والتوزيع	 بيروت	 1993م	 الأولى	 1 	 510 	https://www.lisanarb.com/2024/04/19-pdf.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjO-_Bprpn9LZJFRKwvu9Q6v2CAwScbzNfHVfsYLJFkbFGO-IU8CgifEPk1xOSCypMOkkP0D0PN7Z7ER7EQiUM6_Di3hi2rp4ofiqFIv4wBMJ0u-t-8bFQkVIw4F_-mXcTZvlgUtJbijUZ74C-fZNFP5F_cd0BQCWqU94ddKGtg_h9jxyNmvaBraPaj/w294-h400-rw/ctio9.jpg
 رحلة ابن جبير وهي الرسالة المعروفة تحت اسم اعتبار الناسك في ذكر الآثار الكريمة والمناسك	 ابن جبير، أبي الحسين محمد بن أحمد بن جبير الكناني الأندلسى (ت 614هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2003م	 الأولى	 1 	 272 	https://www.lisanarb.com/2024/04/pdf_391.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiJb-Yq5vT76ZCrzPGOairJ_AlKemMhHrueo7dpjbuhlumJAnIwyXiym954_w6U7XgU8bT30izXi9uhwO6Ks2KKvGRp37TA3pd6iImFdTmh5mphCBL1fdxKMU3Ty0SnGF6O3jd4oxdk_v-ul6w7uC_F6BHXvbhWK5LniaWGEKWJjO3-O8kMOh5HPt39/w294-h400-rw/ctio8.jpg
 حكم أمير المؤمنين علي بن أبي طالب	 ▫️		 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2006م	 الأولى	 1 	 384 	https://www.lisanarb.com/2024/04/pdf_252.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjo7xmpnk8u-zJ-SpnZ78W-kcIYYvr11F8-nA9Gj5i2GkerSEcDGc5HzGaAeWOR_Apwn2R-u-hk121Vf_mefS-Dg-j4v9244Ftxhd9xZFGqdPEG4YcIUTEFn-lxy0jbp59CNzA4k9NMThf2UdTuJGKFW5GChJ2bjSx9DAqwfBtGbfMQxqpEUdH-kgwf/w294-h400-rw/ctio7.jpg
 حروب صلاح الدين وفتح بيت المقدس المسمى (الفتح القسي في الفتح القدسي)	 عماد الدين الأصفهانى (الكاتب) (ت 297هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2012م	 الأولى	 1 	 400 	https://www.lisanarb.com/2024/04/pdf_936.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjwmSArq7jhLqgNNYAapW6vOLcBB_DipxWCupdRRQS_47e8xzHBNlTjp12qbjeENPcoeRMWLHavcP9q_ReYcOMB7AjeCIzKqiNrdis8T65Io6N6d9_B1_-hS7c2xndvm2GxAm8QHj7u7kIVXNyRUQbqOIcS0mIucztBtWe6tT7H_28yxxAW2j0kdWRH/w281-h400-rw/ctio6.jpg
 تلفيق الأخبار وتلقيح الآثار في وقائع قزان وبلغار وملوك التتار	 محمد الرمزي	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2002م	 الأولى	 2 	 1264 	https://www.lisanarb.com/2024/04/pdf_374.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgnhvuRJnZGZmeK8foQHKzk_H0oXBQb2Uum7v4meoALvoAzx1qbjGcSmzVcN7WlptkxlUitFhE1yhLmOprhFn93yufMao-flrSBS93WSBaV15rgDMUS5fbk6chTD_3sD3Iw7THwT7USnKZ8Aa24YpKpAUV7vDJmmKGAMlb5htgP9876p57P7CytDQRC/w294-h400-rw/ctio5.jpg
 تلفيق الأخبار وتلقيح الآثار في وقائع قزان وبلغار وملوك التتار	 محمد الرمزي	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2002م	 الأولى	 2 	 1264 	https://www.lisanarb.com/2024/04/pdf_208.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhgC8D9hF96Tp1vP0eXN6Vc0X5-mO9rRSrsNYIiucx-rzcq2uSqBboQlJ-kZAZwlV75WcggpdgAub_w80QGl9bpkghca3H492AQ7yQEErIMdmXQMjsHQ5aK-JmGGgY8Hm-UMscngCaIAjqOsKX2YEJoShOUFj99BNHPC1v7o54q79-FjmRdjHd_zE9B/w294-h400-rw/ctio4.jpg
 تاريخ الجبرتي المسمى عجائب الآثار في التراجم والأخبار	 عبد الرحمن الجبرتى (ت 1240هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 	 2010م	 2	 3 	 1392 	https://www.lisanarb.com/2024/04/pdf_771.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiZhD7yEjrkMsdU9FzFXIkyCJ3vtkQTeH46fFdeyb1KR-wHoyl0B-p2hG2uZPAvGu6s0LM4llTQ7i21NZd7aX_7rjG1uqcX9AC8sGFhfYeXRoJ0NlRPYWaqfPn_LdKHrJIWP3X83ZMmxVxNxMP9pdzMSMlWabcK23JyN2O1I2aDhnnPzEj15_kP6krU/w294-h400-rw/ctio3.jpg
 المهدي والمهدوية (ط العلمية)	 الدكتور أحمد أمين إبراهيم الطباخ (ت 1373هـ)	 الدكتور إبراهيم شمس الدين	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2009م	 الأولى	 1 	 96 	https://www.lisanarb.com/2024/04/pdf_675.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjWoLp8TzG18IrldiiUwPlgTQXd-4dE2VQgQOXmLkc4LkRBpCRXlN2gAS5boxGGUW2R39b3m8iTHo1BQQdmKKVtVEkkwL0WK72xgabHlaVR9acXpfxG9cverOIOjBHM2NoxFnav5lPHmyoOPpaQnh1gUpwZvvsXMQvqI5C-IrRWasVxjWzYROl2nHJi/w294-h400-rw/ctio2.jpg
 الكامل في التاريخ (ط الأعلمي)	 عز الدين ابن الأثير الجزري الشيباني (ت 630هـ)	 الدكتور إبراهيم شمس الدين	 شركة الأعلمي للمطبوعات	 	 2011م	 الأولى	 10 		https://www.lisanarb.com/2024/04/pdf_524.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhq655k8siiDCciJr3XajGnjz95dqfyQ3akcn02gPdZkFwWIRLSixGmtpvl7n9GWNjETe6NQEUeRWVkwArGBblQ28SPsHYgHHNa5cyMxcRlp9sIpfhcOq9COxLksm6U3kae0UZSRvcdp1K94EHxoBOSykhxNH7zljvNho8SmXoH4Fo872rKvLAFn4Oz/w294-h400-rw/ctio1.jpg
 تفسير ما بعد الطبيعة (ج3)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 بويج موريس		 لبنان 	 1990م	 3 	 1 	 808	https://www.lisanarb.com/2024/04/3-pdf_26.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj6Fpjvq9iJl4MqEg6HGmqvsUI9ZISpBjW6_vWtYSOsvtA4wAzsdyPhfEE4QU5bARFXGnSPtR4Ivdx-Asg14MJsKUMGIkApsagOwn-77J_xMfa1B7j7kDjf646DFiJSfORPNnibJ-Y5rfGRXOAYZJNYyvQsZYTK8WkQV4gqAu6rrG27T1CM6fNsohhl/w294-h400-rw/NXy14.jpg
 تفسير ما بعد الطبيعة (ج2)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 بويج موريس		 لبنان 	 1990م	 4 	 1 	 814	https://www.lisanarb.com/2024/04/2-pdf_26.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEipFS350rMmzUAg9Vem_lHC9BcqoiTQqkP8f6H169a89cNuzTARW0pLoNZsYohW-mkvfTk_v1Ejj572biNur0gREyuw8xLv_76lCFqkMFTzkvemtJh1C9TyMYD1k2c-X9Gj_uNgYiRsUqgTezk3-M_wVp1AbRLLYSf2v39eBwSEA6jb7ZsUu04Y0YTQ/w294-h400-rw/NXy13.jpg
 تفسير ما بعد الطبيعة (ج1)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 بويج موريس		 لبنان 	 1990م	 3 	 1 	 492	https://www.lisanarb.com/2024/04/1-pdf_81.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjvSziUgVIU3LutfiHy7JnqOtJn-fdZsVRSTHwRVIdMhCJqRON3MHTMQTFgYg6cbU5vXeBa8WeEZtAexXAke9E3hAPxbvOIB3lM2jPIFcc41CFhDAZkIyco_tFkAEFvRMdVQF4XJZYBJ2DU_BVBZ73ynOmUQbgAmUGTwIbzYU8X8Y2YkxZS0s5YCieB/w294-h400-rw/NXy12.jpg
 تفسير ما بعد الطبيعة، المقدمة	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 بويج موريس		 لبنان 	 1990م	 3 	 1 	 218 	https://www.lisanarb.com/2024/04/pdf_484.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhUq1osNYMIM1RdJx0qVLe_g7dtVkvQRbI4EwoFt-7vei-zp9F85bY8lRauBQEZlydZXGyYT0tSVtruA6aINMe5jGUDa7Zdq5hW2G9Y4cayhdKxY53HyM5ZCDhS9yNWd8DWo9Mx1taJfge-5yZCT7Pto36lgcM4hADUFfLTV5aAu-sAwqG-6GdrcLZ7/w294-h400-rw/NXy11.jpg
 تفسير المقالة المرسوم عليها حرف اللام لأرسطوطاليس	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 إسحاق بن جنين - علي محمد إسبر		 جدة - الرياض	 2007م	 الأولى 	 1 	 235 	https://www.lisanarb.com/2024/04/pdf_177.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh_hpyQ8ltwvt91XK8-uwNYP8FdcAJuITX6x-PT4fTdnI5deI3SkDHXE9UAg5JE5Td_KQ9TCMonC71vm33qxHTj2EgsslUrDsca9_wXbLHU55y4DcHFAPyEWLV1Gf8fN1Fq2LnH5PtIfxlotHBr2mlQMNvkwJeH9AfySB5FUKZw673SXWQDtw7rQbIB/w294-h400-rw/NXy10.jpg
 تعليلات وترجيحات ابن رشد الأصولية لاختلاف الفقهاء	 د. محمد فاضل علي السامري الحسني		 دار العصماء للطباعة والنشر والتوزيع	 دمشق، سوريا	 2019م	 الأولى 	 1 	 416 	https://www.lisanarb.com/2024/04/pdf_665.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgtqNpCOZpiC6nVO34DDqmDHwMx6FH-JcjzTqk40WCh78gT03ycKvg6MNX4cWae3a5G6KytHgn5CtxKK5Ozp1DX3hyKwuQagE2v2LHMXxY81Bpfiy_yr43_aNaYWGMcx3Zxgd_YI9mAJNjp7ez9xCsno4Y3_fY5qfOrv-ozCK6uEyxztrqmXO6jV89l/w294-h400-rw/NXy9.jpg
 تحولات المعرفة وفلسفة الوجود، هكذا تكلم ابن رشد	 د. سامى الجبورى			 مصر	 2021م	 الأولى 	 1 		https://www.lisanarb.com/2024/04/pdf_355.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjZis5d3yo00kN0ytQDNYYaY9GzK3LvCuxtJKV1Us4Da4QHaUpKZ7qjgYmxf8NI0RVhq9InKpQQ-Z0Ikr249CG5NmxgNT4mbuhoqZHcCqeOaIzovR3FOKsEVhQ1dCdAOUEosG4bXEX2UxA0BUjGxzmMsDX-Flt1fWO7YRd2hNx276TyFflnESBfYm2a/w294-h400-rw/NXy8.jpg
 بين الدين والفلسفة، في رأى ابن رشد وفلاسفة العصر الوسيط	 محمد يوسف موسى			 مصر	 2020م	 الأولى 	 1 	 204 	https://www.lisanarb.com/2024/04/pdf_413.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjepCv9yHCkaS3DELR86IpbWy9pOeOgtiyUYjci2taRDMH_o7zThKw256GXgBkXSjYTAV6fpMgdNq4LaglG3yXdf4XHKO3_e3-oVf1Utx4vZhB6bQftKXw9DeajmWisD4-aWrMgrCMEn_zo2cZgHnll-M5RGW_kTX_K-ivvAr5Z2HvYy4gSLUoCUO1I/w318-h400-rw/NXy7.jpg
 بين الدين والفلسفة في رأي ابن رشد وفلاسفة العصر الوسيط	 محمد يوسف موسى			 مصر	 2021م	 الأولى 	 1 	 217 	https://www.lisanarb.com/2024/04/pdf_137.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEioHoIz1DC18hFHO8e4hhgrR3z7MxfX8gb5AajbBv-vqjpvMdR8H_9OSg21BlATHi6aoPsu7TOdVgrAyOdRZIeEzNFPjxQaFmjOqti5CUbMmgSpTjYGsfRhYtbI2uivc2SFvVHbSIMBFqksd4zUTYZotLcjzps9NTnXM7UxIAY5P8Zc-h1XUf02TzoG/w318-h400-rw/NXy6.jpg
 بداية المجتهد ونهاية المقتصد (فرنسي)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 مصطفى كوارة		 بيروت	 2021م	 الأولى 	 2 	 1312 	https://www.lisanarb.com/2024/04/pdf_388.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhiWtJEhN0vUcbHxj8hxCt_CZoYmiYjGHZ9zSaiU9ANj16pmSZI8LIc8zLQXq0VpRscutj8ZXoYrIez0DIG-QokTAkruolhPPeQjiqfHuRIeJP5uE9ock-nNo_35mV6MRPJ1auDLi1TIBVvalq17BvTCDq9csTpF2Y67bAHn09I9AVa0SaJFqvvudE4/w318-h400-rw/NXy5.jpg
 بداية المجتهد ونهاية المقتصد (طبعة 7)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 علي معوض - عادل عبد الموجود		 لبنان	 2022م	 7 	 1 	 864 	https://www.lisanarb.com/2024/04/7-pdf.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiD_wHH6sU1Khgf76z3tJvkVS_au6RzyiArEFzZUt6J2NP5f3GKDuVDcDRzrexca9_WFhGqWBV6v3-M3iNaMKrORt0WoxOJVGhh74XmAavdlJPGMcanI5Vr8ERKQt52wwt9AylO9uWk49nIauLzXimFvd2T3YfdBk_1JeAUusYmyUIylazzH4Ys1n6X/w318-h400-rw/NXy4.jpg
 بداية المجتهد ونهاية المقتصد (طبعة 4)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 علي معوض - عادل عبد الموجود ،الشيخان		 بيروت	 2009م	 4	 2 	 1432 	https://www.lisanarb.com/2024/04/4-pdf.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh_zWTW7dKm2RNkfENCyMqp3dr6P4D3tBqkzfTV8JY3W5YD5QufxUCc1zF1RYl1KIpdG1UNfiY_-s2nO4bU0T9h1jFfCzTqDNeDDZajX9__CwfxnJK2cU2_RQ8QtxL56zmHYlVDkg24UqhxfITHH5GqCrKbIS-N4ulJUnM5MQ0Thipve9c8UEC1uxMH/w318-h400-rw/NXy3.jpg
 بداية المجتهد ونهاية المقتصد (طبعة 1)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 على معوض - عادل عبد الموجود		 لبنان	 2002م	 الأولى 	 1 	 992 	https://www.lisanarb.com/2024/04/1-pdf_26.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhU-W0ywpQuo9q62hSCuq0oacxN4EBGjmMosE1fwDM2cTLDLV8lcAq-rR4-mkuILIxO2aaWRbmZ5XP5I8TLY3W-1cW5GEhFnC1N0yUi1hcT5dzX9cipXqnSDhy_0qCqxoP8JJJkeOmB78-OOt0MoaY4GWHCSg6WCGW3_ibkh703pc8cEwZBcWkplTnc/w318-h400-rw/NXy2.jpg
 بداية المجتهد ونهاية المقتصد (ط المعارف)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 هيثم جمعة هلال		 بيروت	 2012م	 الأولى 	 1 	 880 	https://www.lisanarb.com/2024/04/pdf_722.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgjoA__VKkoXNI7zygALj-pNiLAI-r7nvpQZ0jvGZx8gYyNTcws_UaaEwNvLBKDC2HztvNl7OY-oLv-iDguLIHTdEODlY_BqjCZbJYt3rEjSID7eKWtjpH1Dilew8M_TE0nXVXUMkChh4ne6HJF6pQmJqOlskWocSyrK9jtUlhsGnj7u62LC_CY7aIW/w318-h400-rw/NXy1.jpg
 المفصل في قواعد النحو	 الدكتور ديزيره سقال		 المؤلف		 2021م	 الأولى	 1 	 537 	https://www.lisanarb.com/2024/04/pdf_602.html	 https://archive.org/download/lis_m87/lisanarb.com_m8701.pdf https://archive.org/stream/lis_m87/lisanarb.com_m8701#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEizIPUIEZNe5vhJjTR8_fookwYfeJJtuhkYI9VDYaIHE0ZmrCDXJG2zSSH39UclZQ-7LmuQG0RzVunm8igX3NS2YFM9fzYuTwQCyTKCgV3BDJTGjz2zPGV4QlbftuLAZee5uyVzUkK-Tvf3Eed0ohMV5UFHXOERh0_14nxbihvvXoYTFntZeMzQo2EC/w318-h400-rw/n1069.jpg
 المفصل في قواعد اللغة العربية (فى ثلاثة أجزاء)	 الدكتور ديزيره سقال		 المؤلف		 2021م	 الأولى	 1 	 1070 	https://www.lisanarb.com/2024/04/pdf_116.html	 https://archive.org/download/lis_m92/lisanarb.com_m9213.pdf https://archive.org/download/lis_ns21/lis_ns2109.pdf https://archive.org/stream/lis_m92/lisanarb.com_m9213#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjjV9_jTEgeixoigjtR_howfrhSTKvSkKDMDBEfbF2RwE-o5AJmJ7sc0ly8YGZETyw3OCxZ9jj3TuX9PAuFcQfjsXPuh-4f_JcwU8XtALFINJYXI_Ns-eKdFls8kp5qg1hAimadJSRTUwMbs3pIXxRr1mcKq4uIq5HWWFtYIfQXjY5qftdaku3k2EEk/w318-h400-rw/n1068.jpg
 فهارس كتاب المفصل في قواعد اللغة العربية	 الدكتور ديزيره سقال		 المؤلف		 2021م	 الأولى	 1	 129	https://www.lisanarb.com/2024/04/pdf_746.html	 https://archive.org/download/lis_m86/lisanarb.com_m8608.pdf https://archive.org/stream/lis_m86/lisanarb.com_m8608#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhMeypk26Msik90t6nf5gncGdxuzj-YhTNcaCJEI2x8VNmDo5nfj43R7Qxh08hO1XIpiMBeArZnYB0MenfpXHw791DiXJbKS5JdfYgp_iOP4bVCceZG5U7000KuMsjKPCm951ROiXq_G4pRDWc5URokK6sUxQXVDmhnAxZqSTmYkzTwTTAe5MeF69jV/w318-h400-rw/n1067.jpg
 مسائل لغوية	 الدكتور ديزيره سقال		 المؤلف		 2021م	 الأولى	 1 	 124 	https://www.lisanarb.com/2024/04/pdf_238.html	 https://archive.org/download/lis_m91/lisanarb.com_m9108.pdf https://archive.org/stream/lis_m91/lisanarb.com_m9108#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjbB4ygtl6a_PY030CaC0UOdLyLfetUR-Fydk9NV6anMDVS5vDw8ptVtoUVPo-OBoYIW2Qd0PmnpldTgt5hWr1Le2lpUdGh0Lv9kz9pvrjaHdos0i3jEOh1Z3WZYle3cO_GePX-kIfWX4vvmQME84FJPVoMEvKDmFRwpyVCom3-SPekyiTBbsmEAYlT/w318-h400-rw/n1066.jpg
 اظهار الاسرار فى علم النحو	 زين الدين محمد بن بيرعلي البركوي الحنفي (ت 981هـ)	 لجنة التحقيق بجامعة الإمام أبي الحسن الأشعري	 دار الضياء للطباعة والنشر والتوزيع	 الكويت - داغستان	 1442هـ ، 2021م	 الأولى	 1 	 273 	https://www.lisanarb.com/2024/04/pdf_605.html	https://archive.org/download/lis_n0107/lisanarb.com_n1708.pdf https://archive.org/download/lis_n107/lisanarb.com_n1708.pdf https://archive.org/stream/lis_n0107/lisanarb.com_n1708#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhVHKckCKYDuwN-8vhFDpIFtv6l4dgE8GjMvkQI3bITWYVlE7cx7GxevkgeyyJjHtEaYj39wZ4bd-NCEsTQZ0_g0IPeZGcUFz67P1_k1xtcQSMmI0uhbsi8-ikHzF7cnsz72aMJlJvwVmQ8ikLd3gVinAmJR68Z_wV1BvIQbtIWxEiyvaHLEXiXX_-E/w318-h400-rw/n1065.jpg
 أصول النحو العربي، فى نظر النحاة ورأى ابن مضاء وضوء علم اللغة الحديث	 الأستاذ الدكتور محمد عيد		 عالم الكتب للطباعة والنشر والتوزيع	 القاهرة	 1410هـ ، 1989م	 4 	 1 	 250 	https://www.lisanarb.com/2024/04/pdf_826.html	https://archive.org/download/lis_n107/lisanarb.com_n1707.pdf https://archive.org/stream/lis_n107/lisanarb.com_n1707#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi4buCXqMj5YIxDAPfFhEEurllOoq_PhpRcFeH_gdmkJXh57bjVlj3Ka4KTCFgnDt5-ifSK46Wx7AlHR6dDvQyuOKt9yk3qWtBRQRpo_HiSvKETPAkL0SxC4U3ui_u4wv53_q2fkMPnSWG_YzvPG4y-oclYpJeYjvlHMeEJZLYpXPOKH49dj0tgObl8/w318-h400-rw/n1064.jpg
 أصول المسائل النحوية, قواعد سهلة وتدريبات ممتعة	 الدكتور صلاح بن عبد الله بن عبد العزيز بوجليع		 دار التميز والإبداع للنشر		 1444هـ ، 2023م	 الأولى	 1 	 553 	https://www.lisanarb.com/2024/04/pdf_627.html	https://archive.org/download/lis_n0107/lisanarb.com_n1706.pdf https://archive.org/download/lis_n107/lisanarb.com_n1706.pdf https://archive.org/stream/lis_n0107/lisanarb.com_n1706#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgxhRw39cP5VatHHnZmzEjoIMTQHM-mjKfElrAOku7ME57j1IpY1HF-920Tz0tmrfGlvkYr7RyeMDTd6JWEUXrEUkVmQcedGLmKfG4vBiVzHr-NRsjUtaC7G-Rxq5Z65WIBgfbos5HSkX5fDooTkJ44X90gldKZfGlrUVRtD4nPsjmcJT9sEGVfCecn/w318-h400-rw/n1063.jpg
 أصول الإعراب وأخطاء المعربين نماذج وتدريبات إعرابية (نسخة قابلة للبحث)	 الأستاذ محمد عبد الباقي الدسوقي		 دار الإمام الرازي للنشر والتوزيع	 القاهرة	 2020م	 10	 1 	 194 	https://www.lisanarb.com/2024/04/pdf_868.html	https://archive.org/download/lis_n106/lisanarb.com_n1609.pdf https://archive.org/stream/lis_n106/lisanarb.com_n1609#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj3fwr6SnXAMZMd_FFDdMohs8tIP3exF1DvIPlHNGh37yogNcDLTmXtbBoyeZ7gYUB-Wngt_k4n5khBKXN5SNlhsUVIh95WvHynq4eng08RfylCMdF_7v4pqEk7RWRR_1Ch8yLcFfRTlw7vM6YzgYTgt9VeUZUOLfQeXgAfw5YAit-k2kocQqYPP83C/w318-h400-rw/n1062.jpg
